SiteID;TS;NOx;NO2;NO;PM10;NVPM10;VPM10;NVPM2.5;PM2.5;VPM2.5;CO;O3;SO2;Loc;Lat;Long
228;May 08, 2003 01:00 AM;18.49;14.73;2.35;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 07, 2003 11:00 PM;75.43;34.04;24.69;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 07, 2003 07:00 AM;342.42;86.49;158.73;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 06, 2003 06:00 PM;95.67;42.27;31.59;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 06, 2003 03:00 PM;142.15;55.51;51.85;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 06, 2003 01:00 PM;123.32;46.86;46.16;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 06, 2003 04:00 AM;214.82;48.58;104.57;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 05, 2003 06:00 PM;113.82;50.44;37.2;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 05, 2003 03:00 PM;92.46;43.32;28.73;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 05, 2003 02:00 PM;86.73;37.15;29.72;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 05, 2003 12:00 PM;84.03;37.49;27.63;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 05, 2003 10:00 AM;90.16;38.68;30.78;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 04, 2003 08:00 PM;111.63;45.95;39.26;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 04, 2003 01:00 PM;193.13;78.46;67.44;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 03, 2003 03:00 AM;21.7;15.06;4.18;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 02, 2003 12:00 AM;88.13;43.27;25.94;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 01, 2003 10:00 PM;128.27;55.75;42.53;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 01, 2003 08:00 PM;249.96;74.4;107.65;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 01, 2003 07:00 PM;303.46;76.4;141.04;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;May 01, 2003 11:00 AM;118.04;49.82;40.47;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 30, 2003 06:00 PM;244.22;66.12;110.3;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 30, 2003 09:00 AM;277.16;78.32;122.48;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 29, 2003 01:00 PM;269.46;78.32;117.38;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 29, 2003 10:00 AM;137.03;53.17;51.83;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 29, 2003 09:00 AM;174.79;62.01;69.61;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 29, 2003 08:00 AM;246.42;75.88;105.49;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 29, 2003 03:00 AM;26.19;18.93;5.96;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 28, 2003 09:00 PM;140.25;53.36;53.81;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 28, 2003 02:00 PM;206.49;71.86;82.68;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 27, 2003 06:00 AM;21.8;16.26;5.21;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 27, 2003 05:00 AM;9.12;10.33;1.44;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 26, 2003 09:00 PM;53.39;27.68;16.99;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 26, 2003 03:00 PM;236.69;70.48;103.26;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 26, 2003 02:00 PM;263.16;84.01;110.16;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 25, 2003 03:00 PM;545.78;105.62;276.42;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 25, 2003 09:00 AM;475.43;104.47;231.89;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 24, 2003 03:00 PM;587.71;135.16;281.34;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 24, 2003 02:00 PM;480.82;112.36;229.48;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 24, 2003 08:00 AM;466.81;108.96;222.94;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 23, 2003 09:00 PM;215.72;97.01;69.75;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 22, 2003 09:00 PM;306.37;88.02;135.09;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 22, 2003 08:00 AM;396.07;100.88;183.32;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 22, 2003 01:00 AM;35.93;26.06;6.93;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 21, 2003 09:00 PM;141.25;57.28;51.47;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 21, 2003 11:00 AM;187.63;78.17;65.73;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 21, 2003 07:00 AM;202.93;55.13;92.96;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 20, 2003 06:00 PM;174.73;84.58;52.66;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 20, 2003 04:00 PM;116.95;65.98;29.24;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 20, 2003 03:00 PM;100.82;57.42;25.29;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 20, 2003 09:00 AM;66.68;35.38;19.75;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 20, 2003 07:00 AM;51.66;30.93;13.4;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 19, 2003 11:00 PM;47.99;30.98;11.03;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 19, 2003 09:00 PM;52.61;31.56;13.58;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 19, 2003 09:00 AM;104.66;47.43;35.31;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 19, 2003 06:00 AM;61.06;34.9;16.52;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 18, 2003 05:00 AM;126.91;61.34;39.26;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
228;Apr 18, 2003 01:00 AM;106.5;65.46;22.84;;;;;;;;;;Temple Meads Station;51.4488837041;-2.58447776241
